SRC_ADD,PKT_ID,TO_NODE,PKT_SIZE,NUMBER_OF_PKT,NUMBER_OF_BYTE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,PKT_CLASS,Timestamp
24.1,29811,23,55,16091,885005,328.3,18056.4,55,SIDDOS,20/02/2018 10:41:40
20,77137,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:28:33
20,72152,23,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 20:41
20,76548,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:35:31
20,58104,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:39:02
24.5,33110,21,55,16091,885005,328.2,18051.3,55,SIDDOS,20/02/2018 01:01:25
20,77008,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:56:51
20,76368,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:58:12
20,59144,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:12:10
20,79128,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:42:22
20,60719,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:38:18
20,63395,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:57:27
20,59818,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:37:48
20,72719,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:54:09
20,76560,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:07:12
20,65445,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:01:35
20,59786,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:46:11
20,71333,21,55,7085,389675,94.72,5209.67,55,SIDDOS,4/7/2017 0:31
20,67592,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:50:32
20,64386,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:07:53
20,77423,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:20:05
20,60568,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:36:31
20,77333,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:46:09
20,75345,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:23:04
20,72135,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:44:52
20,63229,25,55,7085,389675,94.72,5209.67,55,SIDDOS,4/7/2017 0:24
20,58795,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:29:45
20,60071,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:59:53
20,71994,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:14:04
20,74574,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:59:38
20,77912,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:44:01
20,71179,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:55:03
20,76899,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:32:44
20,79048,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:16:02
20,68553,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:26:26
20,60058,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:55:05
20,67386,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:25:44
20,56696,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:44:33
20,59782,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:48:14
20,67777,23,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 20:30
20,74492,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:09:18
20,78106,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:41:55
20,72810,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:44:51
20,70088,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:20:37
20,76290,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:25:19
20,71212,23,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 22:59
20,63065,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:13:44
20,69642,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:13:53
20,70090,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:29:11
20,78257,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:55:11
20,70233,25,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 22:58
20,66935,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:30:36
20,72563,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:01:01
20,78116,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 05:00:43
20,63531,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:51:57
20,72342,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:10:24
20,79032,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:08:12
20,60562,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:12:47
20,76122,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:13:28
20,62895,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:29:33
20,73374,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:18:13
20,71862,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:19:28
20,63845,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:40:44
20,76437,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:19:52
20,62270,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:16:13
20,63429,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:29:52
20,77617,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:16:29
20,70448,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:29:35
20,73536,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:48:34
20,65768,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:46:52
20,72021,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:43:50
20,64959,23,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 23:27
20,64900,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:36:49
20,69435,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:57:37
20,60740,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:37:58
20,60148,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:57:28
20,70113,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:02:40
20,77601,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 05:19:32
20,57879,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:36:04
20,58238,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:09:47
20,66670,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:33:55
20,79134,25,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 18:31
20,71886,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:57:14
20,75214,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:58:47
20,66151,21,55,7085,389675,94.72,5209.67,55,SIDDOS,4/7/2017 0:51
20,61002,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:29:05
20,79216,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:36:23
20,79140,23,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 23:42
20,61810,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:17:12
20,78965,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:09:12
20,73233,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:53:20
20,65433,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:19:52
20,72447,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:18:36
20,69281,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:34:07
20,67965,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:15:07
20,72977,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:48:05
20,69496,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:44:42
20,69346,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:30:49
20,78265,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:46:05
20,58541,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:56:12
20,73392,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 05:15:54
20,74458,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:34:12
20,58896,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:27:18
20,58402,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:51:58
20,62773,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:31:42
20,70568,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:08:00
20,70379,23,55,7085,389675,94.72,5209.67,55,SIDDOS,4/7/2017 0:44
20,60519,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:17:50
20,58177,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 05:10:42
20,60374,21,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 23:55
20,77601,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:27:14
20,67019,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:32:01
20,72268,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:17:36
20,59426,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:47:14
20,72301,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:33:18
20,69953,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:46:44
20,78333,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:44:54
20,74319,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:24:33
20,56950,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 05:16:30
20,57276,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:00:26
20,75486,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:12:18
20,78257,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:00:26
20,72773,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:51:42
20,73374,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:11:30
20,64156,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:51:04
20,69800,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:23:44
20,62430,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:05:50
20,69502,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:21:49
20,78674,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:53:28
20,63852,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 05:27:40
20,57147,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:57:42
20,57877,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:48:58
20,73102,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:39:51
20,56636,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:12:00
20,62259,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:18:27
20,67230,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:17:33
20,62416,23,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 22:09
20,76564,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:09:44
20,77758,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:05:39
20,71339,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:29:07
20,61245,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:07:46
20,61193,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:38:28
20,64167,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:07:23
20,64009,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:24:21
20,72487,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:45:31
20,62256,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:35:27
20,58107,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:21:16
20,61034,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:57:12
20,73257,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:35:50
20,77486,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:56:01
20,61465,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:22:54
20,58335,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:47:57
20,76290,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:57:53
20,78487,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:25:23
20,58377,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:06:24
20,78527,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:21:32
20,79186,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 05:03:25
11,324415,22,1540,16103,24798600,328.52,505925,1540,SIDDOS,20/02/2018 12:41:01
20,66669,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:03:15
20,64152,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:09:09
20,76895,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:45:12
20,63393,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:26:07
20,67293,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:50:14
20,73877,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:07:15
20,74321,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:00:25
20,59493,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:28:54
20,73525,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:31:55
20,77752,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:10:24
20,75777,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:34:59
20,78184,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:13:03
20,75983,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:09:47
20,75664,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:56:16
20,73683,23,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 20:44
20,72626,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:59:40
20,69148,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:54:55
20,56409,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:46:12
20,77333,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:55:00
20,78247,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:56:40
20,59955,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:14:18
20,59279,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:18:34
20,67466,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:22:03
20,73816,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:51:49
24.6,13685,6,55,16091,885005,328.19,18050.6,55,SIDDOS,20/02/2018 01:58:11
20,58242,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:10:11
20,73584,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:12:48
20,59751,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:22:20
20,77920,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:26:44
20,63997,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:36:45
20,65919,21,55,7085,389675,94.72,5209.67,55,SIDDOS,4/7/2017 0:45
20,75991,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:55:47
20,65262,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:20:10
20,57851,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:00:49
8,236731,23,1540,16088,24775500,328.11,505294,1540,SIDDOS,20/02/2018 11:58:14
20,72977,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:58:21
20,75951,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:11:06
20,77476,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:17:37
8,354204,21,1540,16088,24775500,328.11,505294,1540,SIDDOS,20/02/2018 03:19:58
20,70669,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:25:47
20,68096,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 05:02:29
20,72588,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:43:37
20,79060,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:57:18
20,74458,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:35:03
20,73810,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:41:14
20,72146,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:59:05
20,69159,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:55:58
20,77918,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:27:10
20,76120,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:45:24
20,63076,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:40:58
20,78489,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:46:26
20,67021,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:52:56
20,57564,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:53:36
20,75930,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:05:40
26,48767,25,576,5628,3241730,658.09,379060,576,SIDDOS,20/02/2018 04:45:54
20,72131,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:10:16
20,63573,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:16:07
20,64132,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:16:10
20,73881,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:43:30
20,79154,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:19:12
20,79156,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:31:27
20,70298,25,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 18:15
20,76433,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:26:50
6.1,619049,24,1000,6250,6250000,124.94,124942,1000,SIDDOS,20/02/2018 12:01:13
20,77492,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:46:19
20,60661,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:34:46
20,68727,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:31:15
20,61617,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:23:06
20,64136,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:50:55
20,59755,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:29:52
20,74734,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:17:00
20,58688,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:54:48
20,64666,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 05:12:32
20,60140,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:53:21
20,67603,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:57:48
20,63041,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:50:54
20,64011,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:03:53
20,57573,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:52:13
20,65576,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:46:58
20,70927,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:51:57
20,68479,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:45:36
20,73214,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:07:56
20,72438,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:59:05
20,63946,21,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 20:23
20,77179,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:08:07
20,60877,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:11:54
20,66137,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:50:38
20,78691,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:32:07
20,61463,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:36:03
20,64305,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:24:36
20,71028,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 05:18:31
20,74932,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:52:24
20,64156,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:45:12
20,78335,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:44:22
20,70568,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:36:44
20,71398,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:33:28
20,68382,25,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 20:48
20,78973,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:43:02
20,70086,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:14:51
20,75202,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:34:19
20,74639,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:29:37
20,65445,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:53:28
20,75202,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:53:53
20,69652,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:05:13
20,72487,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:14:28
20,66347,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:35:49
20,79062,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:08:51
20,79196,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:16:28
20,73534,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:36:13
20,63371,25,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 19:06
20,60239,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:41:53
20,60995,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:33:57
20,66052,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:39:27
20,67747,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 05:06:21
12,555763,22,1540,16103,24798600,328.49,505876,1540,SIDDOS,20/02/2018 03:23:06
20,60848,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:40:19
20,61046,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:51:34
20,78396,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:10:34
20,73822,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:07:14
20,57726,21,55,7085,389675,94.72,5209.67,55,SIDDOS,4/7/2017 0:32
20,63229,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:15:01
20,74008,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:06:39
20,58091,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:45:34
20,68483,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:57:05
20,60995,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:19:27
20,74429,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:45:56
20,61808,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:09:20
20,61375,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:35:23
20,60277,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:08:41
20,71048,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:20:18
20,63045,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:50:54
20,60586,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:16:26
20,74720,21,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 18:16
20,56793,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:49:13
20,59989,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:48:38
20,73588,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:03:11
20,69157,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:46:21
20,61393,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:00:24
20,79142,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:37:55
20,69808,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:11:30
20,60090,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:40:20
20,77501,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:16:32
20,68919,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:43:10
20,67002,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:52:05
